web_scraper_order,web_scraper_start_url,image_link,address,price,type clothes
"1765138286-555","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4154854_uploaded_image1_1680170186.jpg","Colobane, Dakar, Sénégal","10 000CFA","Robe pour enfants"
"1765138286-556","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4126921_uploaded_image1_1678367548.jpg","Colobane, Dakar, Sénégal","2 000CFA","Cole pour enfants"
"1765138286-557","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4158777_uploaded_image1_1680396815.jpg","HLM, Dakar, Sénégal","Prix sur demande","Vêtement  enfant"
"1765138286-558","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4158775_uploaded_image1_1680396659.jpg","HLM, Dakar, Sénégal","Prix sur demande","Vêtement enfant"
"1765138286-559","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4158770_uploaded_image1_1680396418.jpg","HLM, Dakar, Sénégal","Prix sur demande","Vêtement enfant"
"1765138286-560","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4117238_uploaded_image1_1677785061.jpg","Colobane, Dakar, Sénégal","5 000CFA","Ensemble enfants"
"1765138286-561","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4150089_uploaded_image1_1679864882.jpg","HLM, Dakar, Sénégal","8 000CFA","Robe enfant"
"1765138286-562","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4101121_uploaded_image1_1676811904.jpg","Dakar, Sénégal","10 000CFA","Vêtement enfant"
"1765138286-563","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4111932_uploaded_image1_1677528700.jpg","HLM, Dakar, Sénégal","Prix sur demande","Robes enfants"
"1765138286-564","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg","Colobane, Dakar, Sénégal","5 000CFA","Vêtement enfant"
"1765138286-565","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4060125_uploaded_image1_1674340224.jpg","Dakar Plateau, Dakar, Sénégal","8 000CFA","Ensemble enfants"
"1765138286-566","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4044065_uploaded_image1_1673390538.jpg","Dakar Plateau, Dakar, Sénégal","7 000CFA","Ensemble enfants"
"1765138286-567","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4083613_uploaded_image2_1675754458.jpeg","Sicap foire, Dakar, Sénégal","10 000CFA","Vêtements enfant"
"1765138286-568","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4083084_uploaded_image1_1675711069.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","4 000CFA","Ensemble enfant"
"1765138286-569","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4042129_uploaded_image1_1673293586.jpg","HLM, Dakar, Sénégal","Prix sur demande","Ensemble enfants"
"1765138286-570","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4042132_uploaded_image1_1673293667.jpg","HLM, Dakar, Sénégal","Prix sur demande","Ensemble enfants"
"1765138286-571","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4038305_uploaded_image1_1673043715.jpg","Dakar Plateau, Dakar, Sénégal","7 000CFA","Ensemble enfants"
"1765138286-572","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4072975_uploaded_image1_1675197514.jpg","Colobane, Dakar, Sénégal","6 000CFA","Vêtement friperie enfant"
"1765138286-573","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4072974_uploaded_image1_1675197428.jpg","Colobane, Dakar, Sénégal","1 000CFA","Greniers enfants"
"1765138286-574","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4072973_uploaded_image1_1675197383.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Friperie enfants"
"1765138286-575","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4072972_uploaded_image1_1675197339.jpg","Colobane, Dakar, Sénégal","3 000CFA","Friperie peignoir enfants"
"1765138286-576","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4072971_uploaded_image1_1675197283.jpg","Colobane, Dakar, Sénégal","6 000CFA","Friperie enfants"
"1765138286-577","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4034624_uploaded_image1_1672861115.jpg","Colobane, Dakar, Sénégal","8 500CFA","Vêtements enfants"
"1765138286-578","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4033667_uploaded_image1_1672829952.jpg","Colobane, Dakar, Sénégal","8 000CFA","Vêtements enfant"
"1765138286-579","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4033672_uploaded_image1_1672830064.jpg","Colobane, Dakar, Sénégal","8 000CFA","Vêtements enfants"
"1765138286-580","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4028243_uploaded_image1_1672407438.jpg","Dakar Plateau, Dakar, Sénégal","7 000CFA","Ensemble enfants"
"1765138286-581","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4061049_uploaded_image1_1674420676.jpg","Almadies, Dakar, Sénégal","1 000CFA","Vêtements  enfant"
"1765138286-582","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4061042_uploaded_image1_1674420399.jpg","Almadies, Dakar, Sénégal","1 000CFA","Vêtements enfants"
"1765138286-583","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4061027_uploaded_image1_1674419234.jpg","Almadies, Dakar, Sénégal","500CFA","Fliperies enfants"
"1765138286-584","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4054351_uploaded_image1_1673991497.jpg","Thies, Sénégal","3 000CFA","Ensemble enfants"
"1765138286-585","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4011467_uploaded_image1_1671194364.jpg","Dakar Plateau, Dakar, Sénégal","8 000CFA","Ensemble enfant"
"1765138286-586","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_4010007_uploaded_image1_1671112400.jpg","Dakar Plateau, Dakar, Sénégal","Prix sur demande","Ensemble enfant"
"1765138286-587","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_3997872_uploaded_image1_1670412272.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Blouson enfant"
"1765138286-588","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://images.coinafrique.com/thumb_3996986_uploaded_image1_1670352146.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Blouson enfant"
"1765138291-589","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4667140_uploaded_image1_1711815203.jpg","Grand Yoff, Dakar, Sénégal","10 000CFA","Robes en basin enfants"
"1765138291-590","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg","Grand Yoff, Dakar, Sénégal","10 000CFA","Robes basine et brodé enfant"
"1765138291-591","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4667136_uploaded_image1_1711814665.jpg","Grand Yoff, Dakar, Sénégal","10 000CFA","Robes enfant basin et brodé"
"1765138291-592","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4659704_uploaded_image1_1711412034.jpg","Colobane, Dakar, Sénégal","7 000CFA","Vêtements enfants"
"1765138291-593","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4659695_uploaded_image1_1711411505.jpg","Colobane, Dakar, Sénégal","5 000CFA","Ensemble robe enfants"
"1765138291-594","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4659699_uploaded_image1_1711411751.jpg","Colobane, Dakar, Sénégal","5 000CFA","Vêtements enfants"
"1765138291-595","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4659694_uploaded_image1_1711411367.jpg","Colobane, Dakar, Sénégal","5 000CFA","Ensemble pour enfants"
"1765138291-596","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4659691_uploaded_image1_1711411286.jpg","Colobane, Dakar, Sénégal","6 000CFA","Pantalons enfant"
"1765138291-597","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4653806_uploaded_image1_1711066086.jpg","Colobane, Dakar, Sénégal","7 000CFA","Robe Turquie  enfants"
"1765138291-598","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4651640_uploaded_image1_1710950622.jpg","Colobane, Dakar, Sénégal","6 000CFA","Djellaba enfant"
"1765138291-599","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4651598_uploaded_image1_1710949536.jpg","Colobane, Dakar, Sénégal","20 000CFA","Ensemble 3 pièces  enfants"
"1765138291-600","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg","Colobane, Dakar, Sénégal","10 000CFA","Vetements enfant"
"1765138291-601","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4645145_uploaded_image1_1710608095.jpg","Colobane, Dakar, Sénégal","13 000CFA","Djellaba enfant"
"1765138291-602","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4643810_uploaded_image1_1710528700.jpg","Colobane, Dakar, Sénégal","13 000CFA","Ensemble  enfants"
"1765138291-603","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4686601_uploaded_image1_1712843423.jpg","Parcelle Assainies, Dakar, Sénégal","5 000CFA","Robe enfant"
"1765138291-604","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4686597_uploaded_image1_1712843301.jpg","Parcelle Assainies, Dakar, Sénégal","4 000CFA","Robe enfant"
"1765138291-605","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4686588_uploaded_image1_1712843043.jpg","Parcelle Assainies, Dakar, Sénégal","3 000CFA","Vêtements enfants"
"1765138291-606","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4686576_uploaded_image1_1712842903.jpg","Parcelle Assainies, Dakar, Sénégal","1 700CFA","Vêtements enfants"
"1765138291-607","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4686563_uploaded_image1_1712842706.jpg","Parcelle Assainies, Dakar, Sénégal","1 500CFA","Vêtements enfants"
"1765138291-608","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4639600_uploaded_image1_1710311876.jpg","Colobane, Dakar, Sénégal","18 000CFA","Djellaba enfant"
"1765138291-609","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4639590_uploaded_image1_1710311581.jpg","Colobane, Dakar, Sénégal","15 000CFA","Djellaba enfant"
"1765138291-610","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4677506_uploaded_image1_1712318751.jpg","Dakar, Sénégal","9 500CFA","Vêtements enfant"
"1765138291-611","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4676613_uploaded_image1_1712271072.jpg","Dieuppeul-Derklé, Dakar, Sénégal","20 000CFA","Djellaba enfants"
"1765138291-612","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4672209_uploaded_image1_1712088527.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","2 500CFA","Silip enfants"
"1765138291-613","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4655936_uploaded_image1_1711198926.jpg","Mbao, Dakar, Sénégal","15 000CFA","Pack Jelleba pour enfant"
"1765138291-614","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4608935_uploaded_image1_1708714886.jpg","Colobane, Dakar, Sénégal","5 000CFA","Djellaba enfant"
"1765138291-615","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4652500_uploaded_image1_1711013502.jpg","Parcelle Assainies, Dakar, Sénégal","15 000CFA","Robe femme"
"1765138291-616","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4651732_uploaded_image1_1710953991.jpg","Medina, Dakar, Sénégal","15 000CFA","Robe fille"
"1765138291-617","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4600870_uploaded_image1_1708347775.jpg","Colobane, Dakar, Sénégal","12 000CFA","Djellaba enfants"
"1765138291-618","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4600864_uploaded_image1_1708347454.jpg","Colobane, Dakar, Sénégal","12 000CFA","Djellaba enfants"
"1765138291-619","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4600865_uploaded_image1_1708347569.jpg","Colobane, Dakar, Sénégal","12 000CFA","Djellaba enfants"
"1765138291-620","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4600868_uploaded_image1_1708347690.jpg","Colobane, Dakar, Sénégal","12 000CFA","Djellaba enfants"
"1765138291-621","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4624772_uploaded_image2_1709562313.jpeg","Dakar, Sénégal","Prix sur demande","Vêtements bébé"
"1765138291-622","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4623255_uploaded_image2_1709484828.jpeg","Dakar, Sénégal","Prix sur demande","Grenouillère"
"1765138291-623","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4623058_uploaded_image1_1709473724.jpg","Dakar, Sénégal","Prix sur demande","Tenue anniversaire enfant"
"1765138291-624","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4623032_uploaded_image1_1709472242.jpg","Medina, Dakar, Sénégal","15 000CFA","Robes enfant"
"1765138291-625","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4615109_uploaded_image1_1709070529.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Vêtements enfant"
"1765138291-626","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4615094_uploaded_image1_1709070182.jpg","Sicap Liberté, Dakar, Sénégal","5 000CFA","Ensemble filles"
"1765138291-627","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4608080_uploaded_image1_1708687411.jpg","Sipres, Dakar, Sénégal","15 000CFA","Coffret naissance"
"1765138291-628","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","https://images.coinafrique.com/thumb_4607426_uploaded_image1_1708642698.jpg","Dieuppeul-Derklé, Dakar, Sénégal","9 000CFA","Robe enfant"
